certification_no,plan_date,insurer,plan_name,plan_level_raw,geographical_coverage,geo_tier,ward_restriction,ward_tier,provider_restriction,has_deductible,deductible_amount,coinsurance_pct,cost_tier,lifetime_benefit_limit,lifetime_tier,annual_benefit_limit,room_board_per_day,misc_charges_limit,surgeon_complex_limit,psychiatric_limit,no_sublimits,schedule_tier,overall_tier,fields_missing,scrape_status,source_url
F00013-03-001-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Private Room with SMM (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-03-001-06-PlanDoc-e.pdf
F00013-04-000-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Ward (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,155,2323,,3871,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-04-000-06-PlanDoc-e.pdf
F00013-04-001-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Ward with SMM 1 (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-04-001-06-PlanDoc-e.pdf
F00013-04-002-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Ward with SMM 2 (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-04-002-06-PlanDoc-e.pdf
F00013-05-000-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Semi-private Room (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,323,3355,,4517,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-05-000-06-PlanDoc-e.pdf
F00013-05-001-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Semi-private Room with SMM 1 (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-05-001-06-PlanDoc-e.pdf
F00013-05-002-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Semi-private Room with SMM 2 (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-05-002-06-PlanDoc-e.pdf
F00013-06-000-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Private Room (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,581,4646,,5162,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-06-000-06-PlanDoc-e.pdf
F00013-06-001-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Private Room with SMM (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-06-001-06-PlanDoc-e.pdf
F00068-01-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS EasyChoice Plan,Ward with SMM (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00068/F00068-01-000-01-PlanDoc-e.pdf
F00068-02-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS EasyChoice Plan,Semi-private Room with SMM (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00068/F00068-02-000-01-PlanDoc-e.pdf
F00068-03-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS EasyChoice Plan,Private Room with SMM (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00068/F00068-03-000-01-PlanDoc-e.pdf
F00068-04-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS EasyChoice Plan,Ward with SMM (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00068/F00068-04-000-01-PlanDoc-e.pdf
F00068-05-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS EasyChoice Plan,Semi-private Room with SMM (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00068/F00068-05-000-01-PlanDoc-e.pdf
F00068-06-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS EasyChoice Plan,Private Room with SMM (USD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00068/F00068-06-000-01-PlanDoc-e.pdf
F00050-01-000-04,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,HKD0 Deductible (Asia),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-01-000-04-PlanDoc-e.pdf
F00050-02-000-04,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,"HKD20,000 Deductible (Asia)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-02-000-04-PlanDoc-e.pdf
F00050-03-000-04,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,"HKD50,000 Deductible (Asia)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-03-000-04-PlanDoc-e.pdf
F00050-04-000-04,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,USD0 Deductible (Asia),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,1500000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-04-000-04-PlanDoc-e.pdf
F00050-05-000-04,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,"USD2,500 Deductible (Asia)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,1500000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-05-000-04-PlanDoc-e.pdf
F00050-06-000-04,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,"USD6,250 Deductible (Asia)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,1500000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-06-000-04-PlanDoc-e.pdf
F00050-07-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,"HKD96,000 Deductible (Asia)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-07-000-01-PlanDoc-e.pdf
F00050-08-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,"USD12,000 Deductible (Asia)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,1500000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-08-000-01-PlanDoc-e.pdf
F00050-09-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,HKD0 Deductible (Worldwide except USA),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-09-000-01-PlanDoc-e.pdf
F00050-10-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,"HKD20,000 Deductible (Worldwide except USA)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-10-000-01-PlanDoc-e.pdf
F00050-11-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,"HKD50,000 Deductible (Worldwide except USA)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-11-000-01-PlanDoc-e.pdf
F00050-12-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,"HKD96,000 Deductible (Worldwide except USA)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-12-000-01-PlanDoc-e.pdf
F00050-13-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,USD0 Deductible (Worldwide except USA),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,1500000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-13-000-01-PlanDoc-e.pdf
F00050-14-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,"USD2,500 Deductible (Worldwide except USA)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,1500000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-14-000-01-PlanDoc-e.pdf
F00050-15-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,"USD6,250 Deductible (Worldwide except USA)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,1500000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-15-000-01-PlanDoc-e.pdf
F00050-16-000-01,1 October 2025,Prudential Hong Kong Limited,PRUHealth VHIS VIP Plan,"USD12,000 Deductible (Worldwide except USA)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,1500000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00050/F00050-16-000-01-PlanDoc-e.pdf
F00026-01-000-03,1 September 2025,Sun Life Hong Kong Limited,WeHealth Plus,Scheme 1,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,500000,,15000,50000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00026/F00026-01-000-03-PlanDoc-e.pdf
F00026-01-001-03,1 September 2025,Sun Life Hong Kong Limited,WeHealth Plus,Scheme 2,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,800000,,15000,50000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00026/F00026-01-001-03-PlanDoc-e.pdf
F00066-01-000-01,1 April 2026,Sun Life Hong Kong Limited,WeHealth Preferred,HKD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,5000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00066/F00066-01-000-01-PlanDoc-e.pdf
F00066-02-000-01,1 April 2026,Sun Life Hong Kong Limited,WeHealth Preferred,"HKD20,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,5000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00066/F00066-02-000-01-PlanDoc-e.pdf
F00066-03-000-01,1 April 2026,Sun Life Hong Kong Limited,WeHealth Preferred,"HKD50,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,5000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00066/F00066-03-000-01-PlanDoc-e.pdf
F00066-04-000-01,1 April 2026,Sun Life Hong Kong Limited,WeHealth Preferred,"HKD80,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,5000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00066/F00066-04-000-01-PlanDoc-e.pdf
F00063-01-000-01,1 April 2026,Sun Life Hong Kong Limited,WeHealth Prestige,HKD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,10000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00063/F00063-01-000-01-PlanDoc-e.pdf
F00063-02-000-01,1 April 2026,Sun Life Hong Kong Limited,WeHealth Prestige,"HKD20,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,10000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00063/F00063-02-000-01-PlanDoc-e.pdf
F00063-03-000-01,1 April 2026,Sun Life Hong Kong Limited,WeHealth Prestige,"HKD50,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,10000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00063/F00063-03-000-01-PlanDoc-e.pdf
F00063-04-000-01,1 April 2026,Sun Life Hong Kong Limited,WeHealth Prestige,"HKD80,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,10000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00063/F00063-04-000-01-PlanDoc-e.pdf
F00042-01-000-02,30 October 2020,Well Link Life Insurance Company Limited,Well Protect Voluntary Health Insurance Scheme (Flexi),Ward,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,600000,1000,14000,50000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00042/F00042-01-000-02-PlanDoc-e.pdf
F00042-02-000-02,30 October 2020,Well Link Life Insurance Company Limited,Well Protect Voluntary Health Insurance Scheme (Flexi),Semi-Private,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,800000,2200,20000,80000,40000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00042/F00042-02-000-02-PlanDoc-e.pdf
F00042-03-000-02,30 October 2020,Well Link Life Insurance Company Limited,Well Protect Voluntary Health Insurance Scheme (Flexi),Standard Private,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,1200000,4000,30000,120000,50000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00042/F00042-03-000-02-PlanDoc-e.pdf
F00020-01-000-03,1 January 2026,YF Life Insurance International Limited,TaxVantage Plus Medical Plan,Plan 1,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,600000,1000,15000,70000,34000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00020/F00020-01-000-03-PlanDoc-e.pdf
F00020-01-001-03,1 January 2026,YF Life Insurance International Limited,TaxVantage Plus Medical Plan,Plan 1M,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,600000,1000,15000,70000,34000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00020/F00020-01-001-03-PlanDoc-e.pdf
F00020-02-000-03,1 January 2026,YF Life Insurance International Limited,TaxVantage Plus Medical Plan,Plan 2,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,850000,1800,18000,87500,45000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00020/F00020-02-000-03-PlanDoc-e.pdf
F00020-02-001-03,1 January 2026,YF Life Insurance International Limited,TaxVantage Plus Medical Plan,Plan 2M,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,850000,1800,18000,87500,45000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00020/F00020-02-001-03-PlanDoc-e.pdf
F00020-03-000-03,1 January 2026,YF Life Insurance International Limited,TaxVantage Plus Medical Plan,Plan 3,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,1350000,3000,23000,112500,60000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00020/F00020-03-000-03-PlanDoc-e.pdf
F00020-03-001-03,1 January 2026,YF Life Insurance International Limited,TaxVantage Plus Medical Plan,Plan 3M,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,1350000,3000,23000,112500,60000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00020/F00020-03-001-03-PlanDoc-e.pdf
F00020-04-000-03,1 January 2026,YF Life Insurance International Limited,TaxVantage Plus Medical Plan,Plan 4,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,2000000,5050,35000,147500,80000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00020/F00020-04-000-03-PlanDoc-e.pdf
F00020-04-001-03,1 January 2026,YF Life Insurance International Limited,TaxVantage Plus Medical Plan,Plan 4M,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,2000000,5050,35000,147500,80000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00020/F00020-04-001-03-PlanDoc-e.pdf
F00020-05-000-01,1 January 2026,YF Life Insurance International Limited,TaxVantage Plus Medical Plan,Plan X,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,550000,900,14500,65000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00020/F00020-05-000-01-PlanDoc-e.pdf
F00020-05-001-01,1 January 2026,YF Life Insurance International Limited,TaxVantage Plus Medical Plan,Plan XM,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,550000,900,14500,65000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00020/F00020-05-001-01-PlanDoc-e.pdf
F00065-01-000-02,1 January 2026,YF Life Insurance International Limited,TaxVantage Prestige Medical Plan,HKD0 Deductible,Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00065/F00065-01-000-02-PlanDoc-e.pdf
F00065-02-000-02,1 January 2026,YF Life Insurance International Limited,TaxVantage Prestige Medical Plan,"HKD15,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00065/F00065-02-000-02-PlanDoc-e.pdf
F00065-03-000-02,1 January 2026,YF Life Insurance International Limited,TaxVantage Prestige Medical Plan,"HKD30,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00065/F00065-03-000-02-PlanDoc-e.pdf
F00065-04-000-02,1 January 2026,YF Life Insurance International Limited,TaxVantage Prestige Medical Plan,"HKD100,000 Deductible",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00065/F00065-04-000-02-PlanDoc-e.pdf
F00080-01-000-01,1 January 2026,YF Life Insurance International Limited,TaxVantage PrimeChoice Medical Plan,Plan 1,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,550000,1000,14500,60000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00080/F00080-01-000-01-PlanDoc-e.pdf
F00080-01-001-01,1 January 2026,YF Life Insurance International Limited,TaxVantage PrimeChoice Medical Plan,Plan 1M,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,550000,1000,14500,60000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00080/F00080-01-001-01-PlanDoc-e.pdf
F00080-02-000-01,1 January 2026,YF Life Insurance International Limited,TaxVantage PrimeChoice Medical Plan,Plan 1+,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,600000,1200,16000,70000,34000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00080/F00080-02-000-01-PlanDoc-e.pdf
F00080-02-001-01,1 January 2026,YF Life Insurance International Limited,TaxVantage PrimeChoice Medical Plan,Plan 1M+,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,600000,1200,16000,70000,34000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00080/F00080-02-001-01-PlanDoc-e.pdf
F00080-03-000-01,1 January 2026,YF Life Insurance International Limited,TaxVantage PrimeChoice Medical Plan,Plan 2,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,850000,2200,21000,85000,45000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00080/F00080-03-000-01-PlanDoc-e.pdf
F00080-03-001-01,1 January 2026,YF Life Insurance International Limited,TaxVantage PrimeChoice Medical Plan,Plan 2M,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,850000,2200,21000,85000,45000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00080/F00080-03-001-01-PlanDoc-e.pdf
