certification_no,plan_date,insurer,plan_name,plan_level_raw,geographical_coverage,geo_tier,ward_restriction,ward_tier,provider_restriction,has_deductible,deductible_amount,coinsurance_pct,cost_tier,lifetime_benefit_limit,lifetime_tier,annual_benefit_limit,room_board_per_day,misc_charges_limit,surgeon_complex_limit,psychiatric_limit,no_sublimits,schedule_tier,overall_tier,fields_missing,scrape_status,source_url
F00076-14-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Diamond level (HKD16,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,40000000,,,,50000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-14-000-02-PlanDoc-e.pdf
F00076-15-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Diamond level (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,40000000,,,,50000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-15-000-02-PlanDoc-e.pdf
F00076-16-000-02,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Diamond level (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,40000000,,,,50000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-16-000-02-PlanDoc-e.pdf
F00076-17-000-01,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,Platinum level (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,35000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-17-000-01-PlanDoc-e.pdf
F00076-18-000-01,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Platinum level (HKD16,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,35000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-18-000-01-PlanDoc-e.pdf
F00076-19-000-01,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Platinum level (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,35000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-19-000-01-PlanDoc-e.pdf
F00076-20-000-01,22 September 2025,HSBC Life (International) Limited,Vital Care Voluntary Health Insurance Flexi Plan,"Platinum level (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,No restriction,,,,tier3,Capped (see doc),tier2,35000000,,,,30000,,tier2,tier3,has_deductible,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00076/F00076-20-000-01-PlanDoc-e.pdf
F00047-01-000-02,1 July 2021,Liberty International Insurance Limited,Liberty Insurance VHIS Series - Flexi Plan (Classic),Flexi Plan (Classic),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,1000,18000,60000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00047/F00047-01-000-02-PlanDoc-e.pdf
F00047-01-001-02,1 July 2021,Liberty International Insurance Limited,Liberty Insurance VHIS Series - Flexi Plan (Classic),Flexi Plan (Classic with SMM),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,1000,18000,60000,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00047/F00047-01-001-02-PlanDoc-e.pdf
F00048-01-000-02,1 July 2021,Liberty International Insurance Limited,Liberty Insurance VHIS Series - Flexi Plan (Plus),Flexi Plan (Plus),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,1350,23000,70000,35000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00048/F00048-01-000-02-PlanDoc-e.pdf
F00048-01-001-02,1 July 2021,Liberty International Insurance Limited,Liberty Insurance VHIS Series - Flexi Plan (Plus),Flexi Plan (Plus with SMM),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,1350,23000,70000,35000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00048/F00048-01-001-02-PlanDoc-e.pdf
F00046-01-000-02,1 July 2021,Liberty International Insurance Limited,Liberty Insurance VHIS Series - Flexi Plan (Premium),Flexi Plan (Premium),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,N,0,,tier1,None,tier1,2000000,,,,40000,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00046/F00046-01-000-02-PlanDoc-e.pdf
F00019-01-000-07,29 June 2026,Manulife (International) Limited,Manulife First VHIS Flexi Plan,Ward,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,,15000,52500,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00019/F00019-01-000-07-PlanDoc-e.pdf
F00019-01-001-07,29 June 2026,Manulife (International) Limited,Manulife First VHIS Flexi Plan,Ward with SMM,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,,15000,52500,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00019/F00019-01-001-07-PlanDoc-e.pdf
F00019-01-002-07,29 June 2026,Manulife (International) Limited,Manulife First VHIS Flexi Plan,Ward with SMM Plus,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,,15000,52500,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00019/F00019-01-002-07-PlanDoc-e.pdf
F00019-02-000-07,29 June 2026,Manulife (International) Limited,Manulife First VHIS Flexi Plan,Semi-private Room,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,,21000,73500,35000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00019/F00019-02-000-07-PlanDoc-e.pdf
F00019-02-001-07,29 June 2026,Manulife (International) Limited,Manulife First VHIS Flexi Plan,Semi-private Room with SMM,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,,21000,73500,35000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00019/F00019-02-001-07-PlanDoc-e.pdf
F00019-02-002-07,29 June 2026,Manulife (International) Limited,Manulife First VHIS Flexi Plan,Semi-private Room with SMM Plus,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,,21000,73500,35000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00019/F00019-02-002-07-PlanDoc-e.pdf
F00019-03-000-07,29 June 2026,Manulife (International) Limited,Manulife First VHIS Flexi Plan,Private Room,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,,35000,105000,40000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00019/F00019-03-000-07-PlanDoc-e.pdf
F00019-03-001-07,29 June 2026,Manulife (International) Limited,Manulife First VHIS Flexi Plan,Private Room with SMM,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,,35000,105000,40000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00019/F00019-03-001-07-PlanDoc-e.pdf
F00019-03-002-07,29 June 2026,Manulife (International) Limited,Manulife First VHIS Flexi Plan,Private Room with SMM Plus,Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,,35000,105000,40000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00019/F00019-03-002-07-PlanDoc-e.pdf
F00071-01-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,Advance (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-01-000-03-PlanDoc-e.pdf
F00071-02-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Advance (HKD25,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-02-000-03-PlanDoc-e.pdf
F00071-03-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Advance (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-03-000-03-PlanDoc-e.pdf
F00071-04-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Advance (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,12000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-04-000-03-PlanDoc-e.pdf
F00071-05-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,Advance (USD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-05-000-03-PlanDoc-e.pdf
F00071-06-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Advance (USD3,125 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-06-000-03-PlanDoc-e.pdf
F00071-07-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Advance (USD6,250 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-07-000-03-PlanDoc-e.pdf
F00071-08-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Advance (USD12,500 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-08-000-03-PlanDoc-e.pdf
F00071-09-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,Smart (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,5000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-09-000-03-PlanDoc-e.pdf
F00071-10-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Smart (HKD25,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,5000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-10-000-03-PlanDoc-e.pdf
F00071-11-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Smart (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,5000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-11-000-03-PlanDoc-e.pdf
F00071-12-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Smart (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,5000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-12-000-03-PlanDoc-e.pdf
F00071-13-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,Smart (USD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,625000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-13-000-03-PlanDoc-e.pdf
F00071-14-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Smart (USD3,125 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,625000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-14-000-03-PlanDoc-e.pdf
F00071-15-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Smart (USD6,250 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,625000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-15-000-03-PlanDoc-e.pdf
F00071-16-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Smart (USD12,500 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,625000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-16-000-03-PlanDoc-e.pdf
F00071-17-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,Deluxe (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,30000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-17-000-01-PlanDoc-e.pdf
F00071-18-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Deluxe (HKD25,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,30000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-18-000-01-PlanDoc-e.pdf
F00071-19-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Deluxe (HKD50,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,30000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-19-000-01-PlanDoc-e.pdf
F00071-20-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Deluxe (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,30000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-20-000-01-PlanDoc-e.pdf
F00071-21-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,Deluxe (USD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,3750000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-21-000-01-PlanDoc-e.pdf
F00071-22-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Deluxe (USD3,125 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,3750000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-22-000-01-PlanDoc-e.pdf
F00071-23-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Deluxe (USD6,250 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,3750000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-23-000-01-PlanDoc-e.pdf
F00071-24-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme Lite VHIS Supplementary Benefit ,"Deluxe (USD12,500 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,3750000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00071/F00071-24-000-01-PlanDoc-e.pdf
F00041-01-000-06,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,Advance (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-01-000-06-PlanDoc-e.pdf
F00041-02-000-06,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,"Advance (HKD8,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-02-000-06-PlanDoc-e.pdf
F00041-03-000-06,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,"Advance (HKD22,800 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-03-000-06-PlanDoc-e.pdf
F00041-04-000-04,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,"Advance (HKD45,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-04-000-04-PlanDoc-e.pdf
F00041-05-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,"Advance (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,,tier1,Capped (see doc),tier2,,,,,,,tier3,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-05-000-03-PlanDoc-e.pdf
F00041-06-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,Smart (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,5000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-06-000-03-PlanDoc-e.pdf
F00041-07-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,"Smart (HKD22,800 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,5000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-07-000-03-PlanDoc-e.pdf
F00041-08-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,"Smart (HKD45,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,5000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-08-000-03-PlanDoc-e.pdf
F00041-09-000-03,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,"Smart (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,5000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-09-000-03-PlanDoc-e.pdf
F00041-10-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,Deluxe (HKD0 Deductible),Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,30000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-10-000-01-PlanDoc-e.pdf
F00041-11-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,"Deluxe (HKD8,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,30000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-11-000-01-PlanDoc-e.pdf
F00041-12-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,"Deluxe (HKD22,800 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,30000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-12-000-01-PlanDoc-e.pdf
F00041-13-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,"Deluxe (HKD45,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,30000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-13-000-01-PlanDoc-e.pdf
F00041-14-000-01,29 December 2025,Manulife (International) Limited,Manulife Supreme VHIS Flexi Plan,"Deluxe (HKD100,000 Deductible)",Limited (see doc),tier2,Restricted (see doc),tier2,Network restricted,Y,,0,tier1,Capped (see doc),tier2,30000000,,,,,,tier2,tier2,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00041/F00041-14-000-01-PlanDoc-e.pdf
F00023-01-000-02,1 April 2021,MSIG Insurance (Hong Kong) Limited,VHIS Prestige Care,Plan A,Worldwide,tier1,No restriction,tier1,No restriction,Y,,20,tier1,None,tier1,500000,,,,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00023/F00023-01-000-02-PlanDoc-e.pdf
F00023-01-001-02,1 April 2021,MSIG Insurance (Hong Kong) Limited,VHIS Prestige Care,Plan A with SMM,Worldwide,tier1,No restriction,tier1,No restriction,Y,,20,tier1,None,tier1,500000,,,,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00023/F00023-01-001-02-PlanDoc-e.pdf
F00023-02-000-02,1 April 2021,MSIG Insurance (Hong Kong) Limited,VHIS Prestige Care,Plan B,Worldwide,tier1,No restriction,tier1,No restriction,Y,,20,tier1,None,tier1,750000,,,,40000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00023/F00023-02-000-02-PlanDoc-e.pdf
F00023-02-001-02,1 April 2021,MSIG Insurance (Hong Kong) Limited,VHIS Prestige Care,Plan B with SMM,Worldwide,tier1,No restriction,tier1,No restriction,Y,,20,tier1,None,tier1,750000,,,,40000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00023/F00023-02-001-02-PlanDoc-e.pdf
F00023-03-000-02,1 April 2021,MSIG Insurance (Hong Kong) Limited,VHIS Prestige Care,Plan C,Worldwide,tier1,No restriction,tier1,No restriction,Y,,20,tier1,None,tier1,6000000,,,,50000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00023/F00023-03-000-02-PlanDoc-e.pdf
F00023-03-001-02,1 April 2021,MSIG Insurance (Hong Kong) Limited,VHIS Prestige Care,Plan C with SMM,Worldwide,tier1,No restriction,tier1,No restriction,Y,,20,tier1,None,tier1,6000000,,,,50000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00023/F00023-03-001-02-PlanDoc-e.pdf
F00013-01-000-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Ward (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,1200,18000,,30000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-01-000-06-PlanDoc-e.pdf
F00013-01-001-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Ward with SMM 1 (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-01-001-06-PlanDoc-e.pdf
F00013-01-002-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Ward with SMM 2 (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-01-002-06-PlanDoc-e.pdf
F00013-02-000-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Semi-private Room (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,2500,26000,,35000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-02-000-06-PlanDoc-e.pdf
F00013-02-001-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Semi-private Room with SMM 1 (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-02-001-06-PlanDoc-e.pdf
F00013-02-002-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Semi-private Room with SMM 2 (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,,tier1,None,tier1,,,,,,,tier3,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-02-002-06-PlanDoc-e.pdf
F00013-03-000-06,1 October 2025,Prudential Hong Kong Limited,PRUHealth FlexiChoice Medical Plan,Private Room (HKD),Worldwide,tier1,No restriction,tier1,No restriction,Y,,30,tier1,None,tier1,,4500,36000,,40000,,tier2,tier1,,ok,https://www.vhis.gov.hk/doc/certifiedplan/fp/F00013/F00013-03-000-06-PlanDoc-e.pdf
